"","Item_Fat_Content","Item_MRP","Item_Type","Item_Visibility","Item_Weight","Outlet_Establishment_Year","Outlet_Identifier","Outlet_Location_Type","Outlet_Size","Outlet_Type"
"2951",0,233.1642,"Dairy",0.099442329,13.1071032356304,1985,"OUT019","Tier 1","Small","Grocery Store"
"2952",1,185.224,"Canned",0.032308482,5.46,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"2953",0,159.2578,"Soft Drinks",0.063246037,12.65,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"2954",1,101.3332,"Fruits and Vegetables",0.079713576,16.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"2955",0,73.6038,"Frozen Foods",0.014679558,17.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"2956",1,101.399,"Frozen Foods",0.030247903,5.88,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"2957",0,74.767,"Canned",0.030297819,12.1,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"2958",0,42.7086,"Health and Hygiene",0.07113587,7.93,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"2959",0,196.8768,"Soft Drinks",0.017322454,8.43,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"2960",0,39.548,"Snack Foods",0.039451625,14.8459298663062,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"2961",0,197.111,"Household",0,14.15,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"2962",0,197.0084,"Soft Drinks",0.114609875,12.3958510951978,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"2963",1,257.7304,"Snack Foods",0.117442838,12.4960636692311,1985,"OUT019","Tier 1","Small","Grocery Store"
"2964",1,131.3942,"Meat",0.160852421,15.1,1998,"OUT010","Tier 3","Medium","Grocery Store"
"2965",0,257.2672,"Dairy",0.03048292,17.75,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"2966",0,171.6422,"Snack Foods",0.033314389,12.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"2967",1,143.9128,"Baking Goods",0.044139551,10.5,1998,"OUT010","Tier 3","Medium","Grocery Store"
"2968",0,44.1428,"Snack Foods",0,12.3720843372933,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"2969",1,60.5536,"Fruits and Vegetables",0.071106549,13.3841040665969,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"2970",0,112.2518,"Fruits and Vegetables",0.099674817,12.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"2971",1,51.335,"Canned",0.153806271,7.84,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"2972",1,78.396,"Fruits and Vegetables",0.028958563,6.76,1987,"OUT013","Tier 3","High","Supermarket Type1"
"2973",0,236.8564,"Soft Drinks",0.168780385,9.895,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"2974",1,146.6444,"Baking Goods",0.035627489,8.315,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"2975",0,103.699,"Snack Foods",0.052657753,17.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"2976",1,223.0404,"Snack Foods",0.009754896,11.6,1987,"OUT013","Tier 3","High","Supermarket Type1"
"2977",0,173.2054,"Household",0.031151633,7.285,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"2978",0,75.0696,"Household",0.118827682,20.6,1998,"OUT010","Tier 3","Medium","Grocery Store"
"2979",0,255.7356,"Fruits and Vegetables",0.034501016,16.1,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"2980",0,40.948,"Health and Hygiene",0.038109194,11,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"2981",0,180.6292,"Dairy",0.087791917,17.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"2982",1,90.883,"Baking Goods",0.062839798,17.35,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"2983",0,40.9822,"Snack Foods",0.029595637,13.9499100269808,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"2984",0,194.711,"Fruits and Vegetables",0.090267996,18.2,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"2985",1,155.2288,"Frozen Foods",0.150248468,7.825,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"2986",1,48.5034,"Baking Goods",0.082394321,19.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"2987",0,210.3954,"Frozen Foods",0.026451028,8.895,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"2988",0,217.4192,"Household",0.01319424,7.475,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"2989",0,121.3098,"Frozen Foods",0.071257912,10.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"2990",0,115.9834,"Snack Foods",0.036908933,12.3,1987,"OUT013","Tier 3","High","Supermarket Type1"
"2991",0,155.0998,"Snack Foods",0.141475625,6.035,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"2992",0,107.1622,"Snack Foods",0.007551665,20.75,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"2993",0,41.048,"Others",0.031338558,13.85,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"2994",1,263.9568,"Baking Goods",0.075904695,15.5,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"2995",1,171.0106,"Frozen Foods",0.07760107,11.6,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"2996",1,258.7278,"Frozen Foods",0.048426708,11.0852692034238,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"2997",1,121.1098,"Baking Goods",0.00636189,6.635,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"2998",1,208.9928,"Snack Foods",0.023021406,6.785,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"2999",0,156.4972,"Soft Drinks",0.019378432,16.2,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3000",0,176.4344,"Canned",0.035084073,5.94,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3001",0,236.3564,"Snack Foods",0.038604817,13.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3002",0,208.527,"Canned",0.21332355,6.3,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3003",0,84.4566,"Breads",0.054514169,17.1,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3004",0,146.5418,"Canned",0.187850233,8.355,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3005",0,142.0154,"Snack Foods",0.054455125,18.25,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3006",0,74.767,"Soft Drinks",0.044660955,13.6960430203263,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3007",1,149.8708,"Snack Foods",0.089120516,11.1147882261391,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3008",1,81.9934,"Baking Goods",0.02524761,12.8775166193551,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3009",0,51.0324,"Meat",0.069707771,12.65,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3010",0,219.5482,"Dairy",0.036150153,15.5786528029594,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3011",0,208.2638,"Canned",0.074245348,16.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3012",1,87.2514,"Baking Goods",0.062321222,20.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3013",1,213.756,"Meat",0.158441218,6.155,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3014",0,57.393,"Health and Hygiene",0.054630544,7.565,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3015",0,61.4878,"Frozen Foods",0.143419394,8.905,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3016",0,105.8622,"Household",0.048059871,9.195,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3017",0,101.299,"Canned",0.103894671,16.2,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3018",0,223.8404,"Health and Hygiene",0.253947823,14.1550163473995,1985,"OUT019","Tier 1","Small","Grocery Store"
"3019",1,155.1314,"Canned",0.148737487,12.6979909299578,1985,"OUT019","Tier 1","Small","Grocery Store"
"3020",1,59.1562,"Snack Foods",0.058207114,12.3,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3021",0,111.986,"Soft Drinks",0.078957122,6.135,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3022",1,95.2068,"Snack Foods",0,17.25,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3023",1,257.2962,"Frozen Foods",0.066729996,11.3,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3024",1,88.6856,"Dairy",0.1107011,13.0450603413069,1985,"OUT019","Tier 1","Small","Grocery Store"
"3025",0,96.6094,"Health and Hygiene",0.018052019,17.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3026",0,142.0812,"Baking Goods",0.15643727,14.85,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3027",0,95.212,"Health and Hygiene",0.035728302,16.5,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3028",0,162.5526,"Soft Drinks",0.03717912,17.25,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3029",1,73.0038,"Snack Foods",0.019123874,10.695,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3030",0,46.6744,"Baking Goods",0.177354373,12.4241927577573,1985,"OUT019","Tier 1","Small","Grocery Store"
"3031",1,57.5562,"Snack Foods",0.058116758,12.3,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3032",0,264.791,"Household",0.118915034,6.235,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3033",1,187.9872,"Fruits and Vegetables",0.131973625,12.15,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3034",1,211.8218,"Frozen Foods",0,7.47,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3035",1,74.7354,"Frozen Foods",0.033555399,8.155,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3036",1,121.973,"Snack Foods",0.088681966,8.895,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3037",0,107.6596,"Seafood",0.021623214,7.97,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3038",0,74.0696,"Soft Drinks",0.033373748,16.2,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3039",0,160.3604,"Health and Hygiene",0.089917769,14.5,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3040",0,36.3874,"Health and Hygiene",0.053148497,12.299084090477,1985,"OUT019","Tier 1","Small","Grocery Store"
"3041",0,131.7942,"Canned",0.122470805,15.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3042",0,119.9124,"Baking Goods",0.035607579,13.3,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3043",0,212.6218,"Snack Foods",0.056819936,6.865,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3044",0,86.0198,"Dairy",0.044925784,8.21,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3045",0,177.6028,"Dairy",0.071699984,20.7,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3046",1,169.3106,"Frozen Foods",0.077321087,11.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3047",0,149.0076,"Frozen Foods",0.150806666,12.5795213272858,1985,"OUT019","Tier 1","Small","Grocery Store"
"3048",1,191.7846,"Frozen Foods",0.127283051,12.65,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3049",1,54.8298,"Dairy",0.138008431,10.587367985634,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3050",1,256.1356,"Dairy",0.074035365,12.6,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3051",0,148.8708,"Snack Foods",0.091723066,13.35,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3052",0,174.4396,"Hard Drinks",0.122901056,4.61,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3053",0,263.7884,"Dairy",0,13.8,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3054",0,34.3216,"Health and Hygiene",0.073077197,12.8606481421666,1985,"OUT019","Tier 1","Small","Grocery Store"
"3055",1,140.7812,"Frozen Foods",0.175991929,14,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3056",0,144.847,"Baking Goods",0.172365428,9.17,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3057",1,98.9068,"Baking Goods",0.094246644,16.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3058",0,180.9292,"Canned",0.10203648,16.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3059",0,39.2796,"Household",0.066969525,15.4084437519735,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3060",0,82.5934,"Canned",0.041071581,6.98,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3061",0,149.3708,"Household",0.028656248,12.15,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3062",1,140.1496,"Canned",0.034693175,19.25,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3063",0,251.904,"Hard Drinks",0.071628097,9.89365573161454,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3064",0,194.6136,"Baking Goods",0.028516696,9.3,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3065",0,101.4358,"Health and Hygiene",0.054939029,11,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3066",1,131.4626,"Snack Foods",0.090130537,6.67,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3067",0,92.9462,"Snack Foods",0,6.675,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3068",0,147.0076,"Snack Foods",0.033893487,6.48,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3069",0,53.3956,"Baking Goods",0.113908117,14.1,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3070",0,216.7508,"Soft Drinks",0.020326962,15.35,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3071",0,108.2912,"Snack Foods",0.08509812,7.05,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3072",1,176.9712,"Frozen Foods",0.035997543,11.1,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3073",0,96.4436,"Baking Goods",0.029686148,6.445,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3074",0,235.9906,"Frozen Foods",0.032626952,7.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3075",0,91.612,"Dairy",0.035057688,17.25,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3076",0,233.3616,"Baking Goods",0.060699725,20.35,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3077",0,93.5778,"Fruits and Vegetables",0.041063069,13.9430470312763,1985,"OUT019","Tier 1","Small","Grocery Store"
"3078",0,111.986,"Soft Drinks",0.070767174,4.59,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3079",1,172.9764,"Baking Goods",0.031598706,12.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3080",0,55.3614,"Hard Drinks",0.075495088,5.98,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3081",1,214.4218,"Frozen Foods",0.15277077,7.47,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3082",0,177.8028,"Dairy",0.04307908,20.7,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3083",0,65.6826,"Meat",0.010652508,6.17,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3084",1,182.4608,"Dairy",0.023318068,11.35,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3085",1,86.054,"Canned",0.030819397,19.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3086",0,36.6506,"Dairy",0.165838224,15.75,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3087",0,111.5544,"Baking Goods",0.13575135,15.6,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3088",0,254.804,"Hard Drinks",0.07191675,8.395,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3089",0,99.5042,"Snack Foods",0.039653081,8.395,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3090",1,184.595,"Fruits and Vegetables",0,19.2,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3091",0,232.3326,"Breakfast",0.021358889,8.06,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3092",0,190.8162,"Health and Hygiene",0.032652796,16.75,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3093",0,254.1014,"Household",0.0420611,13,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3094",0,245.2118,"Baking Goods",0,11.3,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3095",0,141.7154,"Soft Drinks",0.030645958,12.9697944085233,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3096",0,175.037,"Snack Foods",0.118297605,21.2,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3097",1,175.8028,"Meat",0.096709408,20.2,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3098",0,157.5972,"Household",0.019901356,8.02,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3099",1,263.991,"Dairy",0.087221497,11.1500624647171,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3100",0,126.2046,"Snack Foods",0.07518071,18.25,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3101",0,108.7912,"Snack Foods",0.1422157,7.05,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3102",0,99.7726,"Health and Hygiene",0.034543718,5.51,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3103",0,42.577,"Hard Drinks",0.030751366,15.7,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3104",0,166.1158,"Soft Drinks",0.096842096,9.6,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3105",0,33.6874,"Health and Hygiene",0.050808821,5.175,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3106",0,125.7704,"Snack Foods",0.063081713,15.6,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3107",1,122.6046,"Canned",0.055451725,7.81,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3108",1,120.5072,"Fruits and Vegetables",0,11.7948354761996,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3109",0,86.4198,"Canned",0.108665723,19.7,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3110",0,39.6164,"Starchy Foods",0.043322254,15.85,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3111",0,156.2314,"Meat",0.057809959,15.5260290308512,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3112",0,148.8076,"Frozen Foods",0.086132373,7.3,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3113",0,97.3384,"Baking Goods",0.046342889,6.15,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3114",0,98.17,"Breads",0.132590283,6.44,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3115",0,227.801,"Fruits and Vegetables",0.030516069,11.612616952497,1985,"OUT019","Tier 1","Small","Grocery Store"
"3116",1,83.1934,"Baking Goods",0.025473816,15.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3117",0,96.6752,"Soft Drinks",0,15.2,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3118",1,109.057,"Breads",0.043856919,14.8,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3119",0,188.1872,"Hard Drinks",0.041904578,18.35,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3120",0,35.919,"Soft Drinks",0.038917891,9,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3121",0,152.6682,"Meat",0.046707264,17.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3122",0,180.566,"Others",0.030501281,17.75,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3123",0,199.4426,"Dairy",0.093574769,6.615,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3124",0,111.3228,"Dairy",0.074565098,20.1,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3125",1,83.3566,"Frozen Foods",0.064014173,9.195,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3126",0,155.134,"Household",0.011838464,20.2,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3127",1,106.2306,"Frozen Foods",0.086837543,12.0477444825877,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3128",0,113.3834,"Hard Drinks",0.034457776,8.26,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3129",0,190.9162,"Frozen Foods",0,13.3030687998702,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3130",1,182.995,"Baking Goods",0.044091657,7.52,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3131",1,142.147,"Canned",0.026546765,17,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3132",0,105.6964,"Household",0.023951149,19.6,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3133",1,141.8838,"Snack Foods",0.129705008,5.095,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3134",1,141.247,"Canned",0.026563851,17,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3135",0,141.147,"Others",0.015700603,15.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3136",1,229.0352,"Canned",0,8.42,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3137",1,184.9608,"Meat",0.137366883,6.985,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3138",0,208.127,"Canned",0.127424932,6.3,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3139",0,142.3812,"Baking Goods",0.09384335,14.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3140",1,109.557,"Fruits and Vegetables",0.038578501,12.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3141",0,33.9874,"Baking Goods",0.111727876,12.3,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3142",0,88.583,"Frozen Foods",0.052637056,10.5,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3143",0,197.2768,"Soft Drinks",0.096790497,15.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3144",0,129.9284,"Others",0.033997473,18.5,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3145",1,168.2474,"Breakfast",0.157149885,11.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3146",0,83.6224,"Frozen Foods",0.12780038,14.3,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3147",0,153.5682,"Soft Drinks",0.045291822,8.52,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3148",0,37.819,"Fruits and Vegetables",0.161458973,18.2,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3149",1,155.663,"Dairy",0.171093639,18.25,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3150",0,108.428,"Fruits and Vegetables",0.14825809,12.1,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3151",0,75.1012,"Dairy",0.017821466,13.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3152",0,183.2608,"Household",0.01581384,19.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3153",0,45.506,"Fruits and Vegetables",0.119959873,11.2743481542408,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3154",1,232.6984,"Frozen Foods",0.091283986,14.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3155",0,192.4478,"Snack Foods",0.049066248,15.5753202021942,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3156",0,218.3482,"Snack Foods",0.135416391,11.1,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3157",0,214.4192,"Household",0.070510189,8.42,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3158",1,107.1964,"Fruits and Vegetables",0.066765523,13.4174734673526,1985,"OUT019","Tier 1","Small","Grocery Store"
"3159",1,262.8568,"Baking Goods",0.07575107,15.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3160",1,171.9422,"Baking Goods",0.058730831,11.65,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3161",0,81.7618,"Others",0.020460284,15.2348327849627,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3162",0,107.9938,"Soft Drinks",0.069401919,12.3,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3163",1,34.7532,"Meat",0.026579951,13.65,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3164",0,62.151,"Snack Foods",0,13.3,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3165",1,227.9036,"Breads",0.139913045,9.79864192684698,1985,"OUT019","Tier 1","Small","Grocery Store"
"3166",1,195.9452,"Meat",0.022093019,9.5,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3167",0,209.1612,"Snack Foods",0.071369947,8.8,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3168",1,215.9876,"Dairy",0.047482391,20.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3169",0,131.8626,"Health and Hygiene",0.017642229,11.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3170",1,113.4176,"Frozen Foods",0.052625179,16.7,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3171",1,112.1228,"Canned",0.14057889,6.885,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3172",1,41.0454,"Baking Goods",0.203510667,6.715,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3173",1,103.899,"Meat",0.044321422,5.19,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3174",0,83.425,"Snack Foods",0.045525961,9.395,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3175",1,176.337,"Canned",0.029140008,9.695,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3176",0,194.082,"Starchy Foods",0.075878519,6.695,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3177",0,119.5466,"Snack Foods",0.054046706,20.35,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3178",1,250.6408,"Canned",0.091954465,6.615,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3179",0,56.5588,"Frozen Foods",0.052418124,7.36,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3180",0,150.6024,"Household",0.052058629,9.13,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3181",0,219.2166,"Breads",0.080387424,13.35,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3182",0,146.2418,"Canned",0.187523164,8.355,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3183",0,88.7856,"Dairy",0.044460448,19.85,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3184",0,258.0962,"Snack Foods",0.077882226,18.25,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3185",0,252.7382,"Hard Drinks",0.14048631,15.75,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3186",0,178.3686,"Starchy Foods",0.017979145,18,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3187",1,46.9402,"Snack Foods",0.134919202,7.63,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3188",1,197.611,"Meat",0.012447775,10.195,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3189",0,75.0012,"Hard Drinks",0.054264078,11.8,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3190",0,114.7176,"Baking Goods",0.030219852,10.395,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3191",0,195.1452,"Snack Foods",0.099879337,7.235,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3192",0,253.0698,"Household",0.061226969,14.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3193",0,195.5478,"Household",0.028207784,13.3855809639096,1985,"OUT019","Tier 1","Small","Grocery Store"
"3194",0,218.2166,"Breads",0.069491408,15.85,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
