Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
1,801,157.563,312.926,6,0.016635488,14.85,3,0,2,,0
0,1267,197.21099999999998,3142.5759999999996,3,0.090084098,18.2,5,7,1,,1
0,1268,119.1756,1696.4584,2,0.008960445,11.0,4,9,0,Medium,1
1,1269,64.9168,639.168,3,0.162418495,21.1,7,2,1,,1
0,647,110.7912,109.1912,4,0.056237906,15.2,3,0,2,,0
0,55,37.7506,796.9626,10,0.071498575,,0,5,2,Medium,3
0,205,213.25599999999997,4687.232,14,0.009791467,9.06,4,9,0,Medium,1
0,1036,191.253,3036.048,3,0.072820885,11.5,1,1,2,High,1
0,1053,66.8142,2372.9112,14,0.07335428599999999,11.15,6,6,1,Small,1
1,1235,57.2562,770.3306,0,0.068010049,13.5,5,7,1,,1
1,300,221.8456,663.1368,3,0.087406863,15.1,2,8,0,Small,1
1,1217,98.2384,2167.8448,5,0.030198227999999997,8.3,4,9,0,Medium,1
1,974,196.41099999999997,2749.7540000000004,3,0.024442501000000002,14.15,4,9,0,Medium,1
0,647,107.3912,3057.3536,4,0.033436336000000004,,0,5,2,Medium,3
1,851,190.1188,1904.1879999999999,3,0.039844429,8.365,2,8,0,Small,1
1,1082,53.0666,512.6659999999999,5,0.055805027,11.85,4,9,0,Medium,1
0,1084,42.277,605.878,9,0.04788860599999999,19.6,6,6,1,Small,1
1,524,189.6214,2826.321,3,0.065735977,19.0,4,9,0,Medium,1
0,1270,212.9218,3846.9924,6,0.07608971099999999,18.25,4,9,0,Medium,1
1,678,63.5194,557.2746,6,0.020908608000000002,19.85,4,9,0,Medium,1
0,1271,251.704,3542.0559999999996,13,0.030678825,12.85,5,7,1,,1
0,75,106.7622,2964.1416,7,0.111381428,,0,5,2,Medium,3
0,859,163.7526,2960.1468,6,0.039738393,19.6,8,3,2,Medium,2
1,679,60.5536,490.0288,3,0.01903743,15.7,7,2,1,,1
0,95,151.3708,3611.2992,7,0.06356617,13.3,2,8,0,Small,1
0,323,59.022,1378.2060000000001,6,0.11255385300000001,10.395,8,3,2,Medium,2
1,940,143.7154,3119.9388,6,0.013493914,10.5,6,6,1,Small,1
0,1272,224.8088,2013.3792,6,0.11810276900000001,19.35,2,8,0,Small,1
0,1099,198.9084,4761.8016,6,0.06682033,14.1,1,1,2,High,1
1,118,188.753,7590.12,11,0.040205535,8.6,2,8,0,Small,1
0,1015,166.4842,1326.2736,4,0.038816115,17.1,5,7,1,,1
1,468,32.8558,713.0718,6,0.076348933,,0,5,2,Medium,3
0,123,38.9822,982.055,4,0.032819637,20.5,4,9,0,Medium,1
1,694,134.4942,2119.9072,2,0.09624984199999999,15.1,4,9,0,Medium,1
1,107,176.937,4234.488,2,0.0,6.69,7,2,1,,1
0,876,121.044,2396.88,1,0.0,,0,5,2,Medium,3
0,53,250.7408,5757.8384,6,0.010003986999999999,7.905,1,1,2,High,1
0,1273,118.5124,1303.6364,7,0.12445204800000001,18.0,2,8,0,Small,1
1,395,50.835,599.22,11,0.154363209,7.84,7,2,1,,1
1,778,144.67600000000002,3954.8520000000003,7,0.066551268,15.15,7,2,1,,1
1,1208,175.8054,1050.6324,3,0.17370354899999998,15.2,3,0,2,,0
0,763,197.2768,6503.5344,15,0.054025644000000005,19.85,2,8,0,Small,1
0,1158,231.601,5972.226,5,0.03523927,,0,5,2,Medium,3
0,1030,91.3146,1641.8628,3,0.09338538099999999,7.325,2,8,0,Small,1
0,1274,148.4392,2087.9488,4,0.024937792,5.88,5,7,1,,1
1,257,174.7712,3339.6528,8,0.060654268,10.695,6,6,1,Small,1
0,619,106.0938,2787.0388,1,0.06912336,,0,5,2,Medium,3
0,306,179.5976,2535.3664,4,0.025953257,20.25,2,8,0,Small,1
1,326,257.0646,8760.5964,3,0.07884393,8.05,7,2,1,,1
0,846,112.186,1018.674,15,0.033851785,11.65,6,6,1,Small,1
0,1272,222.6088,1789.6704,6,0.118342285,19.35,5,7,1,,1
0,489,115.8834,1382.2008,6,0.058121214000000004,7.235,6,6,1,Small,1
0,493,209.9928,5259.82,7,0.015457803,12.15,6,6,1,Small,1
0,1275,94.1436,1512.6976,3,0.116152226,8.615,1,1,2,High,1
1,1185,105.0306,2090.612,7,0.087260103,6.765,2,8,0,Small,1
1,397,87.25399999999999,1211.756,6,0.011126299999999999,10.3,2,8,0,Small,1
1,624,89.4856,1230.3984,6,0.038167453,13.15,7,2,1,,1
1,1164,109.5228,1657.842,7,0.076547632,8.84,6,6,1,Small,1
1,883,122.573,739.038,1,0.0,8.26,5,7,1,,1
0,715,108.9228,1105.228,0,0.074931201,20.1,8,3,2,Medium,2
0,1276,185.1898,2619.2572,3,0.0,9.695,6,6,1,Small,1
0,80,194.6136,2721.7904,4,0.16758389,18.85,2,8,0,Small,1
0,185,140.9154,6381.693,6,0.054318517000000004,18.25,4,9,0,Medium,1
1,1277,44.4744,769.6648,2,0.060800115999999994,,0,5,2,Medium,3
0,569,101.7674,1120.5414,9,0.0,5.32,1,1,2,High,1
1,1039,157.3972,1869.5664,11,0.032152786,8.115,6,6,1,Small,1
0,1278,139.8496,1411.496,4,0.055840055,15.1,2,8,0,Small,1
0,1133,215.9192,1941.4728,4,0.070968081,8.42,7,2,1,,1
0,1222,216.2534,4301.068,7,0.08199601299999999,9.0,6,6,1,Small,1
1,593,57.3588,343.5528,7,0.08273726099999999,8.18,8,3,2,Medium,2
0,70,191.4188,3998.7948,11,0.011206632,,0,5,2,Medium,3
0,1167,36.719,585.904,7,0.014047825,15.35,5,7,1,,1
1,96,177.0344,535.3032,6,0.045982389000000005,20.6,1,1,2,High,1
0,283,124.4388,1609.9044,10,0.042256257,9.3,1,1,2,High,1
0,1084,42.876999999999995,649.155,9,0.0,19.6,4,9,0,Medium,1
0,1279,247.8118,2223.1062,5,0.056424145999999994,11.3,6,6,1,Small,1
0,1280,124.8704,2127.8968,6,0.170254469,,0,5,2,Medium,3
1,983,215.5218,4060.7142,11,0.084749164,15.3,6,6,1,Small,1
0,858,184.495,3844.995,9,0.014541462,8.235,7,2,1,,1
0,1281,228.5352,1832.2816,6,0.091763303,15.2,2,8,0,Small,1
0,702,110.9912,1310.2944,3,0.069851683,,0,5,2,Medium,3
0,932,37.019,659.1419999999999,1,0.039004193,9.0,5,7,1,,1
1,497,150.9024,4402.2696,11,0.05060313,9.0,5,7,1,,1
1,951,190.8504,3643.2576,3,0.113195815,15.35,6,6,1,Small,1
1,468,35.0558,33.9558,6,0.134327613,,0,4,0,Small,0
1,1226,193.382,4247.804,3,0.054584207,20.1,6,6,1,Small,1
1,397,87.854,259.66200000000003,6,0.018623146,10.3,3,0,2,,0
0,741,118.7124,2607.2728,6,0.09327891199999999,12.35,6,6,1,Small,1
0,122,152.5682,1372.2138,10,0.086957199,8.88,5,7,1,,1
0,628,176.437,529.311,12,0.13689554,15.85,3,0,2,,0
0,469,140.1496,846.8976,11,0.090043082,14.1,8,3,2,Medium,2
0,1282,148.6418,2648.5524,4,0.014251461000000002,20.25,5,7,1,,1
0,486,93.61200000000001,1584.604,9,0.035711426,16.5,4,9,0,Medium,1
1,1037,156.7946,3629.2758,3,0.043655155,13.6,2,8,0,Small,1
1,162,42.9112,809.6128,1,0.10856806699999999,,0,5,2,Medium,3
0,503,119.5466,117.8466,6,0.090480214,20.35,3,0,2,,0
0,773,145.076,1611.236,6,0.027942357,7.275,6,6,1,Small,1
0,1166,109.2912,2402.2064,7,0.041730507,19.7,6,6,1,Small,1
0,507,109.1886,4225.1668,7,0.099589909,,0,5,2,Medium,3
0,1283,47.106,139.81799999999998,7,0.294939214,,0,4,0,Small,0
0,947,196.81099999999998,4517.4529999999995,4,0.008829805999999999,14.15,8,3,2,Medium,2
0,1284,130.8626,1573.9512,6,0.067722325,19.0,8,3,2,Medium,2
0,1285,234.5616,6796.4864,5,0.060405784000000004,,0,5,2,Medium,3
0,1236,37.119,842.237,4,0.0,20.5,8,3,2,Medium,2
0,1286,89.9146,1277.0044,1,0.077193561,6.96,2,8,0,Small,1
0,936,62.5168,447.4176,7,0.013869039,15.35,8,3,2,Medium,2
0,498,114.586,1584.604,4,0.067290244,17.1,5,7,1,,1
1,1190,142.2838,1685.8056,7,0.146960375,10.195,5,7,1,,1
0,1209,82.9908,503.3448,11,0.018632082,,0,4,0,Small,0
0,1035,162.8552,3574.0144,12,0.096536082,5.78,4,9,0,Medium,1
0,878,108.2596,1186.4556,10,0.084008316,6.385,5,7,1,,1
0,410,184.9924,3146.5708,5,0.005638944,,0,5,2,Medium,3
0,0,248.5092,6474.2392,0,0.01601936,9.3,6,6,1,Small,1
1,65,188.024,745.696,0,0.13187274,13.65,3,0,2,,0
0,1287,59.0246,1853.5872,7,0.114863923,9.195,6,6,1,Small,1
0,696,141.747,3006.087,5,0.103138922,9.17,4,9,0,Medium,1
0,1116,53.2982,736.3748,15,0.056191301,12.6,5,7,1,,1
0,897,188.7214,3956.8494,11,0.01867669,14.85,7,2,1,,1
1,921,120.5098,1807.6470000000002,3,0.021578923,19.35,7,2,1,,1
0,571,52.2324,467.3916,1,0.0,18.7,6,6,1,Small,1
1,620,187.62400000000002,3542.0559999999996,11,0.032242661,5.46,5,7,1,,1
0,562,120.9414,1949.4624,3,0.025962713999999998,8.785,6,6,1,Small,1
0,1288,210.8612,3344.9792,6,0.096407554,12.6,5,7,1,,1
0,1212,127.3336,2684.5056,9,0.050256604,8.76,8,3,2,Medium,2
1,515,58.7562,592.562,6,0.05823462099999999,12.3,5,7,1,,1
0,1289,103.1964,736.3748,4,0.023931217,19.6,1,1,2,High,1
0,1128,105.5622,211.7244,6,0.28406587899999997,,0,4,0,Small,0
1,1290,76.2354,1279.0018,7,0.033692089,8.155,8,3,2,Medium,2
1,232,223.8404,7201.2928,2,0.023417003999999998,,0,5,2,Medium,3
0,315,171.2422,3103.9596,1,0.034647829,7.97,7,2,1,,1
0,609,167.6132,1522.0188,11,0.142219209,18.85,8,3,2,Medium,2
0,252,191.5846,2101.9306,3,0.11089655,11.1,5,7,1,,1
0,1018,164.6184,2972.1312,4,0.006708517,9.6,4,9,0,Medium,1
0,937,148.105,149.805,0,0.10341925699999999,9.27,3,0,2,,0
0,713,61.2194,433.4358,2,0.032180494,13.35,2,8,0,Small,1
1,952,260.8962,4920.9278,7,0.066717378,11.3,6,6,1,Small,1
0,7,107.6622,1164.4842,6,0.128814669,19.0,7,2,1,,1
0,1291,35.6874,846.8976,5,0.111500259,12.3,5,7,1,,1
0,1292,118.3808,2812.3392,11,0.010497273,6.425,7,2,1,,1
1,1293,84.954,865.54,0,0.020653603,11.5,8,3,2,Medium,2
0,1257,195.91099999999997,2946.165,7,0.042687151,5.19,4,9,0,Medium,1
0,1219,163.5184,3137.2496,12,0.021705417,12.15,1,1,2,High,1
0,38,86.6198,1657.1762,6,0.026651183999999998,15.25,4,9,0,Medium,1
1,1157,221.6772,3113.2808,0,0.106968096,11.8,1,1,2,High,1
1,957,253.4724,1510.0344,6,0.030686952000000003,15.7,5,7,1,,1
1,541,103.5674,1629.8784,11,0.008191729,16.75,2,8,0,Small,1
1,360,42.2138,690.4346,5,0.048218142,10.8,4,9,0,Medium,1
1,1157,220.3772,4447.544,0,0.10703694300000001,11.8,6,6,1,Small,1
0,289,166.1842,5470.8786,2,0.032381325,,0,5,2,Medium,3
1,1294,168.7158,2673.8528,6,0.034043502999999996,7.81,4,9,0,Medium,1
1,1249,177.2712,3339.6528,7,0.036027524,11.1,2,8,0,Small,1
0,192,38.3164,502.0132,7,0.0,12.85,6,6,1,Small,1
1,1295,216.7508,3038.7112,3,0.02498633,10.5,6,6,1,Small,1
0,1296,161.0236,1288.9888,1,0.11503240599999999,6.135,2,8,0,Small,1
0,794,216.9166,4354.332,12,0.068765925,,0,5,2,Medium,3
0,739,125.17299999999999,3202.498,14,0.0067270080000000005,,0,5,2,Medium,3
0,0,249.6092,5976.2208,0,0.016087659,9.3,8,3,2,Medium,2
0,457,54.6614,884.1824,7,0.0,16.6,7,2,1,,1
0,1297,142.947,3006.087,4,0.051936086,8.51,6,6,1,Small,1
0,67,95.441,3282.3940000000002,9,0.1442339,8.645,7,2,1,,1
1,1215,128.83100000000002,1038.6480000000001,12,0.05443912,8.6,1,1,2,High,1
0,258,196.4768,6306.4576,3,0.033059299,,0,5,2,Medium,3
0,1298,158.4604,2693.8268,9,0.089778187,14.5,2,8,0,Small,1
0,868,149.5734,2524.0478,11,0.053372768,6.65,4,9,0,Medium,1
1,373,225.9036,3643.2576,3,0.022406575,20.1,1,1,2,High,1
1,427,179.266,1438.128,6,0.065896556,15.25,2,8,0,Small,1
0,324,182.3292,4195.8716,0,0.088305201,17.7,7,2,1,,1
0,270,97.3068,1263.6884,7,0.022566975,7.075,2,8,0,Small,1
0,708,129.3652,2066.6432,3,0.0,11.5,1,1,2,High,1
1,1122,254.533,1281.665,3,0.077756427,5.82,7,2,1,,1
0,1299,155.1656,4016.1056,1,0.020609218000000002,8.785,4,9,0,Medium,1
1,144,129.1626,3672.5528,5,0.0,5.465,2,8,0,Small,1
0,511,140.9154,2127.231,4,0.013066448,,0,5,2,Medium,3
1,134,52.56399999999999,2290.3520000000003,7,0.135118202,,0,5,2,Medium,3
1,957,252.2724,1258.362,6,0.030624844,15.7,2,8,0,Small,1
0,742,251.9066,4267.1122,4,0.09270568300000001,7.39,1,1,2,High,1
0,631,102.9332,102.5332,12,0.042941559000000004,,0,4,0,Small,0
0,358,48.6034,291.6204,5,0.03748996,6.8,6,6,1,Small,1
1,850,80.2302,2139.2154,6,0.025795292999999997,,0,5,2,Medium,3
0,944,120.2124,1540.6612,6,0.046115083,11.5,6,6,1,Small,1
1,1300,45.606,1724.422,13,0.053170949,17.6,6,6,1,Small,1
1,1183,34.9558,645.1602,7,0.08291501700000001,7.75,6,6,1,Small,1
0,1005,148.6076,3990.8052,5,0.082028694,,0,5,2,Medium,3
0,723,161.8236,1611.236,6,0.076975118,18.6,4,9,0,Medium,1
0,1071,86.0882,1116.5466,1,0.045371855,5.73,2,8,0,Small,1
0,52,149.0708,1203.7664,4,0.028642712,12.15,4,9,0,Medium,1
1,1301,174.637,2999.429,5,0.017047751,5.44,1,1,2,High,1
1,1104,165.021,3425.5409999999997,7,0.042562588,17.7,5,7,1,,1
0,751,240.6196,4579.3724,14,0.18176926399999999,,0,5,2,Medium,3
0,321,180.666,4134.6179999999995,10,0.016812745,12.1,1,1,2,High,1
0,526,145.6418,3384.2614,11,0.0,8.355,1,1,2,High,1
1,253,151.1366,453.4098,2,0.016516867,6.26,3,0,2,,0
0,1302,101.37,2097.27,4,0.13496039699999998,15.75,1,1,2,High,1
0,76,221.5456,6852.4136,11,0.045614252,5.905,1,1,2,High,1
0,1303,210.3902,1486.7314,4,0.099136036,16.0,2,8,0,Small,1
0,1282,148.9418,3531.4032,4,0.014222617,20.25,2,8,0,Small,1
0,1304,83.4224,1448.7808,11,0.037457098,5.175,4,9,0,Medium,1
0,207,77.2644,1335.5948,11,0.07927948900000001,9.0,1,1,2,High,1
1,787,168.2132,2367.5848,6,0.045835395,15.6,4,9,0,Medium,1
1,191,107.7622,2011.3818,6,0.029616108,5.175,8,3,2,Medium,2
0,556,175.4028,6729.9064,9,0.0,,0,5,2,Medium,3
0,814,83.3566,1860.2452,0,0.0576269,18.7,4,9,0,Medium,1
0,177,182.6976,3440.8544,4,0.015687045,17.6,2,8,0,Small,1
0,1305,43.5086,1070.6064,9,0.162960415,18.2,1,1,2,High,1
0,724,179.5686,1422.1488,4,0.024651269,13.15,2,8,0,Small,1
1,1215,130.231,129.83100000000002,12,0.09119581800000001,8.6,3,0,2,,0
1,863,168.6448,3408.8959999999997,3,0.058542509000000006,,0,5,2,Medium,3
0,243,262.1594,3139.9128,0,0.08960832099999999,20.35,4,9,0,Medium,1
0,48,140.6812,3704.5112,9,0.067766896,7.39,6,6,1,Small,1
0,555,88.7514,2656.542,4,0.041355366,19.6,4,9,0,Medium,1
0,841,95.441,193.082,0,0.14591330800000002,16.25,3,0,2,,0
0,608,86.5198,1395.5168,1,0.027748176,6.28,4,9,0,Medium,1
0,103,226.072,3621.952,1,0.159201868,9.395,1,1,2,High,1
0,1232,79.1986,778.9860000000001,3,0.052274691,7.72,7,2,1,,1
0,1306,106.4938,2465.4574,4,0.042175992,12.65,1,1,2,High,1
0,64,175.1738,347.5476,2,0.057933643,,0,4,0,Small,0
0,680,88.7856,966.7416,12,0.0,16.75,5,7,1,,1
1,706,102.3332,922.7988,3,0.026280116,15.5,1,1,2,High,1
0,122,153.3682,1219.7456,10,0.086916126,8.88,4,9,0,Medium,1
0,838,126.3046,747.0276,6,0.075347426,18.25,5,7,1,,1
0,1060,52.9298,539.298,7,0.040410039,8.935,7,2,1,,1
0,1303,210.7902,4460.1942,4,0.09911729,16.0,6,6,1,Small,1
0,90,55.093,1018.674,3,0.053439522,19.7,8,3,2,Medium,2
0,1307,93.9778,2816.3340000000003,3,0.023448504,20.6,6,6,1,Small,1
0,622,32.4558,101.8674,4,0.10803043400000001,19.25,2,8,0,Small,1
1,974,198.31099999999998,2553.343,3,0.024404558,14.15,2,8,0,Small,1
1,1308,58.2588,343.5528,6,0.010961483000000001,6.63,5,7,1,,1
1,1309,39.6138,365.5242,11,0.026358005,11.8,2,8,0,Small,1
0,1310,85.9566,169.1132,12,0.03627089,,0,4,0,Small,0
0,1173,155.563,4224.501,6,0.137227848,12.85,2,8,0,Small,1
1,532,239.8222,4063.3774,0,0.144832027,11.6,7,2,1,,1
1,8,97.0726,293.6178,7,0.029157849,,0,4,0,Small,0
1,220,161.0552,3411.5592,3,0.058756205,12.15,7,2,1,,1
0,1136,128.2994,2698.4874,12,0.14110815599999998,4.635,4,9,0,Medium,1
0,1011,48.5718,425.4462,0,0.024325592000000004,19.6,8,3,2,Medium,2
1,1311,95.0752,2588.6304,6,0.121500143,20.2,5,7,1,,1
1,987,185.2266,5901.6512,11,0.160653682,,0,5,2,Medium,3
1,162,44.6112,511.3344,1,0.109096371,9.395,2,8,0,Small,1
1,314,232.8616,2812.3392,2,0.069574013,11.395,6,6,1,Small,1
1,463,158.792,2556.672,11,0.027458099,19.5,8,3,2,Medium,2
1,1312,184.4266,3504.1054,7,0.09222675400000001,18.35,2,8,0,Small,1
1,210,173.4764,171.7764,15,0.234733477,5.365,3,0,2,,0
1,78,180.4344,535.3032,7,0.014144442,11.8,8,3,2,Medium,2
0,1279,247.5118,2470.118,5,0.056754035999999994,11.3,7,2,1,,1
0,1289,104.0964,525.982,4,0.023999722,19.6,5,7,1,,1
0,384,182.0634,4544.085,13,0.041355366,14.0,4,9,0,Medium,1
0,860,84.3592,743.0328,1,0.024655594,19.7,2,8,0,Small,1
0,533,220.0798,4848.3556,2,0.081134826,12.5,2,8,0,Small,1
0,1072,191.253,2656.542,4,0.052608525,12.3,5,7,1,,1
0,1313,165.2158,2840.9686,13,0.084452363,7.435,2,8,0,Small,1
0,279,146.9076,2956.152,6,0.033899898,6.48,2,8,0,Small,1
0,1314,154.6314,1861.5768,2,0.058042925999999995,17.6,1,1,2,High,1
0,1315,188.453,4364.319,2,0.11969288800000001,8.155,5,7,1,,1
0,973,253.4356,2797.6916,3,0.0343603,16.1,4,9,0,Medium,1
1,428,199.0768,2759.0752,3,0.10092250300000001,15.5,4,9,0,Medium,1
0,941,109.3228,2431.5016,9,0.016956266,,0,5,2,Medium,3
0,550,121.0098,2530.7058,12,0.092576144,4.785,6,6,1,Small,1
0,21,197.1084,4761.8016,4,0.025742955,14.6,4,9,0,Medium,1
0,271,95.4436,1229.0668,5,0.029812714,6.445,8,3,2,Medium,2
1,201,55.0298,647.1576,5,0.133382115,4.88,1,1,2,High,1
1,1316,88.5198,261.6594,11,0.0,8.1,1,1,2,High,1
0,1317,97.9042,1686.4714,6,0.039484739,8.395,6,6,1,Small,1
0,875,250.175,2996.1,4,0.021425341,10.0,2,8,0,Small,1
1,820,143.8128,4458.1968,5,0.02624324,,0,5,2,Medium,3
1,1085,77.1328,2239.7512,5,0.185704641,12.35,1,1,2,High,1
0,580,192.4478,2712.4692,4,0.066668724,11.3,6,6,1,Small,1
1,342,119.6124,592.562,2,0.14930549699999998,,0,4,0,Small,0
1,1198,85.75399999999999,2163.85,11,0.030688557,19.5,6,6,1,Small,1
0,1166,110.3912,3275.736,7,0.041803291,19.7,4,9,0,Medium,1
1,1183,32.6558,679.1160000000001,7,0.08286168599999999,7.75,1,1,2,High,1
0,1159,88.48299999999999,988.7130000000001,5,0.076385385,15.1,8,3,2,Medium,2
0,1318,111.5228,1768.3648,3,0.021498767999999998,,0,5,2,Medium,3
0,567,116.6124,1540.6612,4,0.033102681,11.1,6,6,1,Small,1
0,259,142.0128,2588.6304,0,0.058676973,7.075,7,2,1,,1
0,1319,108.4596,3020.0688,15,0.021531416,7.97,6,6,1,Small,1
0,52,151.0708,2858.9452,4,0.028592842,12.15,6,6,1,Small,1
0,1099,200.4084,3968.1679999999997,6,0.06714840700000001,14.1,8,3,2,Medium,2
0,413,56.2246,1737.7379999999998,11,0.026552056,,0,5,2,Medium,3
1,1249,175.8712,175.7712,7,0.06030268900000001,11.1,3,0,2,,0
0,1210,111.686,452.744,1,0.13826987300000002,,0,4,0,Small,0
1,672,186.5582,185.7582,15,0.036109859,7.42,3,0,2,,0
0,176,52.1324,934.7832,3,0.020579897,16.35,4,9,0,Medium,1
1,1111,146.8418,1765.7016,3,0.025912378,19.1,4,9,0,Medium,1
1,1320,143.8102,291.6204,3,0.086077865,,0,4,0,Small,0
1,1230,102.899,1651.184,2,0.044432887000000004,5.19,8,3,2,Medium,2
0,922,200.2084,4563.3932,1,0.115346634,11.8,4,9,0,Medium,1
1,960,87.9856,1494.0552,0,0.063226306,11.35,2,8,0,Small,1
0,647,109.6912,1419.4856,4,0.03366718,15.2,5,7,1,,1
0,708,128.8652,1291.652,3,0.17386795800000002,11.5,5,7,1,,1
1,907,240.8538,7931.6754,5,0.022936487999999998,20.25,6,6,1,Small,1
0,383,196.5084,595.2252,9,0.054585372,10.1,1,1,2,High,1
0,402,120.1782,2026.0294,0,0.020913071000000002,13.1,5,7,1,,1
0,1321,259.5278,2603.278,9,0.104230135,12.0,2,8,0,Small,1
0,75,106.5622,2117.244,7,0.111923422,19.0,2,8,0,Small,1
0,860,83.8592,247.6776,1,0.024756031,19.7,8,3,2,Medium,2
1,1122,256.133,256.33299999999997,3,0.135375727,,0,4,0,Small,0
0,1322,120.9414,2680.5108,4,0.012679226000000002,18.6,5,7,1,,1
0,708,129.0652,3487.4604,3,0.173483253,11.5,6,6,1,Small,1
0,79,187.9556,2816.3340000000003,6,0.045138797,16.75,5,7,1,,1
0,900,254.433,2050.6639999999998,11,0.04282359,18.85,8,3,2,Medium,2
0,1296,161.5236,1288.9888,1,0.115010655,6.135,6,6,1,Small,1
0,1323,184.4266,3688.532,11,0.16977634600000002,20.7,6,6,1,Small,1
0,66,165.4526,1644.526,1,0.041608488,17.6,6,6,1,Small,1
0,1324,228.3668,5298.4364,4,0.072608647,16.0,1,1,2,High,1
0,1325,176.83700000000002,2117.244,4,0.130191993,8.92,5,7,1,,1
0,473,108.8912,327.5736,14,0.11193119300000001,17.75,7,2,1,,1
0,297,78.167,1837.608,7,0.116913245,15.6,2,8,0,Small,1
1,152,232.9958,934.7832,1,0.13511877,,0,4,0,Small,0
1,1326,154.6656,308.9312,5,0.063416566,17.75,3,0,2,,0
0,1071,85.5882,171.7764,1,0.075943184,5.73,3,0,2,,0
0,1327,188.1898,1496.7184,1,0.05190652,5.73,5,7,1,,1
0,736,106.7964,525.982,6,0.17506050399999998,9.3,8,3,2,Medium,2
0,802,187.6898,3928.8858,4,0.09989342400000001,20.2,6,6,1,Small,1
0,630,55.7298,161.7894,3,0.178923163,,0,4,0,Small,0
0,1134,119.244,2636.5679999999998,13,0.0,12.15,6,6,1,Small,1
0,41,260.4278,3644.5892,11,0.068765205,21.35,1,1,2,High,1
1,1328,175.5028,6729.9064,2,0.096906831,20.2,8,3,2,Medium,2
0,1329,193.982,2316.984,4,0.096862255,6.57,6,6,1,Small,1
1,677,166.9184,3302.368,5,0.062528426,19.35,2,8,0,Small,1
0,449,143.2154,2127.231,9,0.032621545,8.6,2,8,0,Small,1
0,1297,142.247,2862.94,4,0.05190268,8.51,1,1,2,High,1
1,826,141.5838,3231.1274,3,0.17024678199999999,,0,5,2,Medium,3
0,110,237.1906,237.6906,7,0.05461082900000001,7.5,3,0,2,,0
0,414,86.0224,1022.6688,7,0.127517605,14.3,6,6,1,Small,1
0,938,45.506,466.06,10,0.064271703,15.0,5,7,1,,1
0,459,75.7328,617.8624,5,0.13030659,14.3,1,1,2,High,1
0,1200,112.486,113.186,10,0.187841082,10.195,3,0,2,,0
1,1239,154.9998,3075.9959999999996,11,0.046625941,6.825,6,6,1,Small,1
0,1158,231.40099999999998,2067.3089999999997,5,0.035410748,12.65,2,8,0,Small,1
0,1330,164.0526,4769.1254,9,0.032250092,11.15,6,6,1,Small,1
0,478,42.4138,243.6828,0,0.045378573,19.1,4,9,0,Medium,1
0,1042,131.4284,263.6568,5,0.0926587,18.85,3,0,2,,0
0,1011,45.5718,945.436,0,0.024222321,19.6,6,6,1,Small,1
0,1331,217.3166,1306.2996,3,0.055518167,15.1,7,2,1,,1
0,840,51.6008,1821.6288,11,0.031946638,,0,5,2,Medium,3
0,1332,175.5712,1230.3984,3,0.093983518,6.425,7,2,1,,1
0,1049,209.627,1887.543,4,0.098822387,8.88,5,7,1,,1
0,833,73.738,1318.2839999999999,5,0.009410528,12.3,2,8,0,Small,1
0,1283,46.406000000000006,186.424,7,0.169139066,12.85,8,3,2,Medium,2
1,437,197.9742,995.3710000000001,3,0.043122189000000005,11.35,1,1,2,High,1
0,104,40.9138,1380.8692,1,0.035769657,,0,5,2,Medium,3
1,280,228.372,905.488,3,0.10361083,19.0,4,9,0,Medium,1
1,943,115.5808,1874.8928,3,0.044974050999999994,10.195,6,6,1,Small,1
0,1333,238.088,6231.888000000001,9,0.018920019,8.27,7,2,1,,1
1,1334,124.1072,1837.608,5,0.054142088,14.85,7,2,1,,1
0,120,98.241,289.623,7,0.0,,0,4,0,Small,0
0,1273,117.2124,2133.2232,7,0.12464553800000001,18.0,4,9,0,Medium,1
0,1213,172.108,2250.404,3,0.11045982800000001,7.1,8,3,2,Medium,2
0,1335,94.0462,1480.7392,5,0.013957308,8.355,5,7,1,,1
1,890,84.6908,503.3448,12,0.056386541,9.8,2,8,0,Small,1
1,337,60.0904,1113.2176,3,0.012273747,18.2,7,2,1,,1
1,933,229.7984,6024.1584,7,0.090473389,,0,5,2,Medium,3
0,195,161.9552,4711.2008,4,0.08335939099999999,14.65,2,8,0,Small,1
0,615,154.4682,152.4682,11,0.11216169699999999,,0,4,0,Small,0
1,284,224.0404,5851.0504,5,0.128805815,9.695,8,3,2,Medium,2
0,132,106.6938,2251.0698,14,0.090596378,,0,5,2,Medium,3
1,800,233.83,2796.36,8,0.056637129,13.85,7,2,1,,1
1,1183,35.7558,611.2044,7,0.08305963400000001,7.75,4,9,0,Medium,1
1,78,178.5344,3390.2536,7,0.014115626000000001,11.8,5,7,1,,1
0,409,247.146,492.69199999999995,4,0.076866235,12.3,8,3,2,Medium,2
1,429,88.9856,1669.8264,7,0.099188598,16.0,1,1,2,High,1
0,1336,131.3942,927.4594,9,0.021010687000000004,11.5,4,9,0,Medium,1
1,156,151.8366,6196.6006,2,0.057143515,,0,5,2,Medium,3
0,1337,56.3588,744.3644,7,0.052607932,7.36,7,2,1,,1
1,1338,91.212,466.06,6,0.070645636,7.64,1,1,2,High,1
